id,comment,label,task,,,
id19587,Đóng gói sản phẩm kém làm sản phẩm bị bật nắp rớt ra ngoài dính băng dính lỏng lẻo có chai bị mờ hạn sử dụng,0,2,,,
id19588,thấy shop nhiệt tình quá cơ mở ra thấy thơm nói chung là rất đáng tiền,2,9,,,
id19589,Dịch vụ mới,1,9,,,
id19590,Sản phẩm nhìn ưng,2,1,,,
id19591,Ngồi ổn,1,9,,,
id19592,Sử dụng thích hợp,1,9,,,
id19593,Mình nhẹ tênh khi không phải bế bé bằng hai tay nữa,2,9,,,
id19594,Giống y xì trong hình,2,9,,,
id19595,Sản phẩm nhẹ chứ không nặng như mình tưởng tượng,2,1,,,
id19596,Nhưng mình ưng là được,2,1,,,
id19597,Mỗi tội cái mác không phải Made in Hàn mà là China,0,1,,,
id19598,Chất lượng sản phẩm tuyệt vời mình rất ưng,2,1,,,
id19599,Áo quá đẹp,2,1,,,
id19600,Tuy nhiên shop đóng gói không được cẩn thận lắm,0,2,,,
id19601,"Vẫn đánh giá 5 sao, shop phục vụ rất tốt",2,5,,,
id19602,Bộ này đang dùng được,1,1,,,
id19603,Tôi đã làm theo hướng dẫn lọc bỏ hơn 5 lần rồi nhưng mùi hôi còn rất nặng,0,1,,,
id19604,Giao mẫu không đúng quảng cáo,0,3,,,
id19605,Sản phẩm này không tốt như quảng cáo,0,1,,,
id19606,Đẹp nhưng form giày nhỏ quá mang chật,0,1,,,
id19607,Đã lên 1 size rồi vẫn chật nhé,0,1,,,
id19608,Đóng gói sản phẩm rất kém. Shop phục vụ rất kém. Rất không đáng tiền. Thời gian giao hàng rất chậm,0,9,,,
id19609,Đây là lọ thứ 2 m mua của shop r,,,,,
id19610,Giao chậm quá,0,3,,,
id19611,Trong nội thành mà 8 ngày mới giao hàng,0,3,,,
id19612,Chất lượng sản phẩm tuyệt vời nhưng hơi dơ một tí,1,1,,,
id19613,"Ngon rẻ, thời gian giao hàng rất nhanh",2,3,,,
id19614,Mở volume to bể tiếng từa lưa,0,1,,,
id19615,"Giá loa tầm 3400 ngàn giảm còn 1000 thấy cũng tưởng đồ xịn ai ngờ mua về thất vọng vô cùng không có dây cắm điện riêng, cắm chung cổng USB bất tiện nhiều thứ, lại bị rè",0,1,,,
id19616,Mai mốt không dám mua đồ công nghệ trên Shopee nữa,0,1,,,
id19617,Màn hình nhỏ hơn rất nhiều so với J7 Prime,0,1,,,
id19618,Chất lượng sản phẩm tuyệt vời không thích người giao hàng bên Shopee một tí nào cả nghĩ sao lại nói mình mua hàng dỏm không chất lượng người bán nghĩ sao về điều này,0,9,,,
id19619,"Giày siêu đẹp, đi êm chân",2,1,,,
id19620,Thơm nức mũi luôn mùi ngọt,2,1,,,
id19621,Lúc đầu cứ nghĩ bị bết tóc nhưng khô rồi tóc cực mượt,2,1,,,
id19622,Tôi không hài lòng với cửa hàng,0,9,,,
id19623,Hôm nay mới test được,1,1,,,
id19624,Pin dùng rất ổn,2,1,,,
id19625,sản phẩm ok rất đáng tiền,2,1,,,
id19626,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, shop phục vụ rất tốt, shop bán hàng uy tín",2,9,,,
id19627,Hàng chuẩn auth chất lượng lắm nên mua các bạn ạ,2,1,,,
id19628,Kéo sợi được,1,9,,,
id19629,"Sử dụng khi gội đầu xong tóc rất mượt, thời gian giao hàng rất nhanh, đóng gói sản phẩm rất đẹp và chắc chắn, rất đáng tiền, shop phục vụ rất tốt, chất lượng sản phẩm tuyệt vời",2,1,,,
id19630,Chất lượng sản phẩm khá ổn,2,1,,,
id19631,Tài khoản shop,1,9,,,
id19632,Lại đặt bút của shop,1,6,,,
id19633,Đặt mấy mẫu đợt này về còn dễ thương hơn đợt trước,2,6,,,
id19634,Bánh không ngon,0,1,,,
id19635,"Giao hàng nhanh bé nhà mình ưng bình này, cảm ơn shop nhé",2,3,,,
id19636,"Shop phục vụ rất kém, rất không đáng tiền, chất lượng sản phẩm rất kém. Yêu cầu giao màu tóc đỏ ghi rõ trong mục lưu ý vậy mà giao không đúng theo yêu cầu của khách",0,1,,,
id19637,"Nếu không có tóc màu đỏ thì báo mình biết, còn đằng này không báo âm thầm giao 1 đống 6 cái màu đen luôn",0,3,,,
id19638,Người vận chuyển không tôn trọng khách hàng,0,3,,,
id19639,Giao nhầm sản phẩm,0,7,,,
id19640,Đẹp tuyệt,2,1,,,
id19641,Tốt nhưng mà giao hàng chậm quá....,0,3,,,
id19642,Mặt nạ tốt,2,1,,,
id19643,Lần đầu tiên mua hàng đã tặng mẫu thử lại còn hẳn 3 mẫu thử mặc dù chưa có thời gian nghiên cứu mấy cái mẫu thử đó là gì,2,8,,,
id19644,Mình rất háo hức chờ đợi để được đọc cuốn sách này vì thật sự đây là một kỹ năng rất cần thiết trong cuộc sống,2,9,,,
id19645,"Nhưng đáng thất vọng là từ ngữ trong sách quá buồn ngủ, mình là người mê đọc sách mà phải cố gắng lắm mới không bỏ dở nó nửa chừng",0,9,,,
id19646,"Điểm trừ nữa là chất lượng giấy không tốt, sách khá mỏng, chỉ toàn lý thuyết, không có ví dụ, sẽ khó khăn cho các bạn không có đam mê đọc sách mà lỡ mua vì đọc nó rất chán.",0,1,,,
id19647,"Nhưng nội dung thì cũng được, mình cũng học được một vài kỹ năng trong sách",1,9,,,
id19648,"Khung viền kim loại thì máy chắc chắn hơn rồi, mà có hỗ trợ cả 4G thì cập nhật kịp thời rồi",2,9,,,
id19649,Sách đúng hình rẻ mới,2,4,,,
id19650,Giày quá đẹp luôn rất ưng ý!,2,1,,,
id19651,Sẽ ủng hộ shop này,2,9,,,
id19652,Vẫn như mọi khi,1,9,,,
id19653,"Sau khi Tiki đổi cho tôi chiếc thẻ nhớ Sandisk Ultra Class 10, tôi vẫn không sử dụng được, khi lắp vào máy ảnh thì lúc được lúc mất.",0,1,,,
id19654,Vì vậy hiện nay vẫn bỏ xó!,0,9,,,
id19655,Sản phẩm dây lỏng lẻo không được ổn lắm,0,1,,,
id19656,"Giao hàng nhanh, gói hàng cẩn thận, sản phẩm dùng khá tốt, không bọt, không mùi",2,1,,,
id19657,Trên 150.000 đồng được giảm phí mà không thấy giảm,0,8,,,
id19658,"Chất lượng quá ok, nhưng Lomo Wanna One giao sai, nhưng cũng ok lắm ạ",1,3,,,
id19659,Không đúng màu,0,1,,,
id19660,"Cảm ơn shop. Đóng gói sản phẩm rất đẹp và chắc chắn, chất lượng sản phẩm tuyệt vời. Shop phục vụ rất tốt, rất đáng tiền. Thời gian giao hàng rất nhanh",2,9,,,
id19661,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, chị chủ tư vấn nhiệt tình, nhìn đồng hồ ưng hết sức luôn, cho shop 1000k sao, sẽ ủng hộ tiếp",2,9,,,
id19662,Hàng đẹp vải thun ok ,,,,,
id19663,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn khô gà giòn cay ngon shop giao hàng rất nhanh,2,1,,,
id19664,Hai cái kéo không cắt được tóc đâu shop ơi,0,1,,,
id19665,Gửi nhầm size,0,7,,,
id19666,Dùng chán,0,1,,,
id19667,Không thấy tặng khẩu trang đâu cả,0,8,,,
id19668,Gì đâu nói không khói mà mới nướng thịt lên khói bịt mù,0,9,,,
id19669,"Trái cây sấy ngon lắm luôn, giòn rụm, miếng to cả nhà mình rất thích",2,1,,,
id19670,Chưa sử dụng nhưng cho 5 sao đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,2,3,,,
id19671,Shop duy nhất tôi cảm thấy uy tín ở sản phẩm này,2,1,,,
id19672,Hàng lỗi. Tự nhiên phải chịu thêm ship đổi hàng. Mong shop lần sau kiểm tra hàng trước khi giao với mọi đơn hàng.,0,7,,,
id19673,"Sử dụng vài lần bị bong dây cao su, liên hệ nhiều lần không thấy phản hồi bảo hành hay hỗ trợ cho khách",0,5,,,
id19674,Ngon và rất to ^^ cảm thấy sốt hơi ngọt chút,2,1,,,
id19675,Shop được đánh giá 5 sao,2,9,,,
id19676,"Chương trình khuyến mãi mua Note 9 tặng TV quá ảo, tôi tưởng mua là được nhưng hóa ra số lượng có hạn. Có lẽ chỉ có chút may mắn lần sau là cái chắc :",1,9,,,
id19677,"Shop phục vụ rất kém, bao bì bị rách mà shop vẫn giao cho khách, chat với shop thì shop không thèm trả lời",0,5,,,
id19678,"Anh/chị ơi, sách chuyển tới mà sao bị nhăn quá, chất lượng giấy cũng kém nữa, gia công thì có chỗ bị thừa giấy...",0,1,,,
id19679,Bên mình có đổi hàng lại không admin,1,7,,,
id19680,Giao hàng rất nhanh!,2,3,,,
id19681,Shop phục vụ tốt!,2,5,,,
id19682,Vải và kiểu dáng đẹp,2,1,,,
id19683,Ngũ cốc này mà khó uống muốn chết,0,1,,,
id19684,Nếu iPhone 7 đúng như những gì rò rỉ thì tôi ủng hộ sử dụng Samsung Galaxy S7,1,9,,,
id19685,"Apple nên tự xem lại mình đi, giá cao mà chả có gì đột phá cả",0,4,,,
id19686,Hãy xem Samsung đã thành công như thế nào với các dòng S7,1,9,,,
id19687,Sony đi đầu về khoản chống nước,2,1,,,
id19688,Đương nhiên chống nước càng tốt thì máy phải kín mà kín tất nhiên nóng rồi..,1,9,,,
id19689,Nhưng cá nhân tôi thấy bền hơn thằng củ sâm nhiều.,2,1,,,
id19690,"Sony về khoản mượt mà thì thua Samsung, Apple",0,1,,,
id19691,sử dụng rất kỹ nhưng chưa được 1 năm là hư rồi,0,1,,,
id19692,Đồ đẹp mà giá lại rẻ sẽ tiếp tục ủng hộ shop,2,4,,,
id19693,Lần đầu mua đồ trên Shopee mà quá ưng ý,2,9,,,
id19694,"Lần trước mua thấy đóng gói đầy đủ, lần thứ hai mua thấy bị thiếu giấy nên túi không được đầy đặn như lần trước. Không kịp có hàng cho khách, lại đổi lỗi cho bên vận chuyển. Làm gần tuần mới nhận được hàng. Không mua thêm lần nào nữa.",0,3,,,
id19695,Chất lượng sản phẩm rất kém Shop bán son fake chị em không nên mua,,,,,
id19696,Giao hàng kém không giống với mẫu khách hàng đã chọn,0,3,,,
id19697,"Shipper giao hàng nhanh, hàng được gói cẩn thận, chất lượng sản phẩm tốt",2,3,,,
id19698,Sẽ không gặp lại shop,0,5,,,
id19699,Tôi đã nhận hàng ngày thứ hai,1,9,,,
id19700,Tôi đã liên hệ tổng đài Shopee để làm thủ tục trả lại hàng,0,7,,,
id19701,Mong shop hỗ trợ cho bên Shopee,1,5,,,
id19702,"Đóng gói sản phẩm rất đẹp và chắc chắn, hơi nhỏ",1,2,,,
id19703,Giống như mẫu giao hàng nhanh,2,3,,,
id19704,"Mọi người nên mua lạp xưởng tươi của shop đi nhé, rất là ngon và không bị ngán nữa, trên cả sự mong đợi của mình.",2,1,,,
id19705,"Chất lượng sản phẩm tuyệt vời, nhân bánh mềm chứ không cứng, rất ngon",2,1,,,
id19706,"Shop rất kém trong khâu trả lời, hàng thì cũng tạm được, mua 4 cái thì 1 cái cùng size nhưng lại rộng hơn. Hỏi shop thì shop trả lời là hàng giảm giá không kiểm tra kỹ, muốn mua hàng kiểm tra kỹ thì mua lúc không giảm giá.",0,7,,,
id19707,Rất mất uy tín,0,9,,,
id19708,quá tệ chưa gì đã đen,0,1,,,
id19709,Máy chạy cực êm khuếch tán tốt,2,1,,,
id19710,Giao hàng gì mà cũng lộn sai nữa...,0,3,,,
id19711,Đặt sai 31 mà giao sai 28 à,0,3,,,
id19712,Mình rất thất vọng về sản phẩm này,0,1,,,
id19713,"Khi vẽ hình vẽ không được sắc nét chính xác, vẽ xong một lúc thì màu lem nhem. Mình vừa vẽ vừa cầm bàn ủi bên tay, vẽ xong là ủi ngay để hình không bị lem, thế mà vẫn không được.",0,1,,,
id19714,Mình nghĩ nếu bạn nào thích vẽ theo phong cách màu nước thì có lẽ cũng phù hợp,1,9,,,
id19715,Xuất xứ là ở Malaysia chứ không phải Nhật Bản đâu nhé,1,9,,,
id19716,Trên thân bút ghi rõ ràng có thể công ty mẹ ở Nhật sản xuất ở Malaysia cũng nên,1,9,,,
id19717,"Mình chọn bản có bọc sách giảm giá 15% nhưng lúc nhận thì sách lại không có, biết vậy mua bản giảm giá 20% không bọc sách đã đỡ mất công",0,3,,,
id19718,Wow đẹp xinh,2,9,,,
id19719,Mẫu mã đẹp chất lượng ,,,,,
id19720,Shop gửi quạt bị gãy cần quay,0,7,,,
id19721,Chất lượng sản phẩm không như hình. Size 37 lót giày 38 nghĩ sao mà bỏ vô cho được dư một khúc,0,1,,,
id19722,chất lượng best luôn,,,,,
id19723,Không biết là chất ntn ,,,,,
id19724,Ba lô đẹp giao hàng nhanh chóng,2,3,,,
id19725,Sau một thời gian lại giật lag,0,1,,,
id19726,Chán mấy em Android giá rẻ lắm rồi,0,4,,,
id19727,Bỉm mềm chuẩn,2,1,,,
id19728,Sản phẩm dùng rất yếu,0,1,,,
id19729,Chất lượng sản phẩm tuyệt vời. Hu hu do mình mua hàng nhiều quá mình nhầm lần shop này shop kia. Thông cảm nhé. Sản phẩm rất OK và mình sẽ tiếp tục ủng hộ.,2,1,,,
id19730,"Giày thì nhìn ổn, chưa đi nên chưa biết có êm không",1,1,,,
id19731,Mua deal 9k thì vậy là tốt rồi,2,4,,,
id19732,Mình mua bình này khi Tiki khuyến mãi còn 69k,2,8,,,
id19733,Thực sự rất thất vọng,0,9,,,
id19734,"Bình giữ nhiệt rất kém, sáng hôm sau trà nguội hoàn toàn",0,1,,,
id19735,Thời gian giao hàng rất nhanh ,,,,,
id19736,Người ta không trả lời,0,5,,,
id19737,iPhone 6 sạc được 4 lần là hết,0,1,,,
id19738,Hàng bị rách tem digjwod khi mở hộp,0,2,,,
id19739,Mất lòng tin,0,9,,,
id19740,"Chất lượng sản phẩm rất kém, hàng nhái khăn sữa của Nhật. Không nên mua, phí tiền.",0,1,,,
id19741,Rẻ lầm chất lượng lắm,0,1,,,
id19742,Tần suất 15 tuần/1 combo là biết ngon thế nào à → Tần suất 15 tuần trên 1 combo là biết ngon thế nào.,2,9,,,
id19743,"Mua 2 cái dùng được 1 tuần, cả 2 đều nứt",1,9,,,
id19744,Phấn nước tạo lớp nền có độ bóng nhẹ kiềm dầu kém nhưng vì shop giao hàng rất nhanh nên mình vẫn cho 5 sao,2,3,,,
id19745,"Những nước phát triển hàng trăm năm cũng không ai làm tầng ngầm dưới đường cao tốc cả, xe điện ngầm ra ngoại ô cũng thành nổi để tiết kiệm chi phí.",0,9,,,
id19746,Mua hàng của shop rất nhiều lần rồi và lần nào cũng hài lòng vì cách phục vụ của shop,2,5,,,
id19747,"Chất lượng hàng rất tốt ạ vì đi tỉnh nên đồ lạnh như phô mai, bơ và socola bị chảy nhưng vẫn ổn ạ, shop hàn miệng túi rất chắc nên không đổ chảy ra ngoài gì hết, cấp lạnh trở lại là ổn ạ",2,1,,,
id19748,"Giấy in ổn, nội dung thì không hấp dẫn, đều đều và nhàm chán",0,1,,,
id19749,Ưng ý 😘,2,1,,,
id19750,Mình đã gặp cái kiểu viết này ở rất nhiều cuốn sách khác rồi,1,9,,,
id19751,Sách có 270 trang giá 119 nghìn thì quá đắt,0,4,,,
id19752,Nói chung không hợp với cuốn này và cảm thấy phí tiền,0,4,,,
id19753,Nhìn hoàn thiện có vẻ được nhỉ,1,1,,,
id19754,Bằng nhựa,1,9,,,
id19755,Chất lượng sản phẩm tuyệt vời Giày đẹp giao hàng hơi chậm,2,3,,,
id19756,Sản phẩm không đẹp nhưng giá rẻ thì tiền nào của nấy,1,4,,,
id19757,Tông màu không giống màu trên hình nhé,0,1,,,
id19758,"Giao màu sẫm quá so với mẫu, không hài lòng",0,3,,,
id19759,Mình không sai nên không đôi co chỉ cho mệt,1,9,,,
id19760,Thân :)),1,9,,,
id19761,Không gặp lại,0,9,,,
id19762,Chiếc đồng hồ thứ hai mua của shop,1,9,,,
id19763,Không hợp ý cho lắm nha bạn,0,9,,,
id19764,1.,1,9,,,
id19765,Sản phẩm ghi là 4 ngăn nhưng thực tế chỉ có 3 ngăn nên nhỏ hơn so với mẫu,0,1,,,
id19766,dat van ngang den nhung thuc te lai giao van hinh zic zac ( van mau do ),,,,,
id19767,Shop phục vụ tạm được Thời gian giao hàng tạm được Đóng gói sản phẩm kém,0,2,,,
id19768,Đặt lần 2 rồi mà giao hàng lâu quá vậy ???,0,3,,,
id19769,"Tấm lót chống thấm không tốt, thấm ướt luôn cả nệm",0,1,,,
id19770,"Sản phẩm đẹp nhưng mùi keo khó chịu và các yếu tố khác được đánh giá cao như chất lượng, đóng gói, giao hàng và phục vụ đều tốt. Phù hợp nhất với đánh giá toàn diện là: sản phẩm này có chất lượng, đóng gói, phục vụ, và giao hàng tốt",2,1,,,
id19771,không có cảm giác bẩn như các chỗ khác,2,1,,,
id19772,Quần nhỏ quá 15 kg mặc chật nức vậy mà bảo đảm,0,1,,,
id19773,Spa chất lượng nhân viên đáng yêu 💖,2,1,,,
id19774,Được tặng kèm gương mini dễ thương,2,8,,,
id19775,Chất lượng sản phẩm thì khỏi nói ạ :)) em mua tặng người yêu vì bạn ấy thích miếng pad của em quá cứ đòi em cho :)) miếng pad em mua của chị cũng hơn năm rồi vẫn như mới luôn ạ .,2,1,,,
id19776,Luôn ủng hộ chị yêu ❤️,2,9,,,
id19777,Chưa dùng lâu nên không biết chất lượng như thế nào nhưng hàng có vẻ tốt bền,1,1,,,
id19778,Mới nhận chưa dùng chưa biết chất lượng,1,9,,,
id19779,Trước khi mua mình cũng đã nhắn tin hỏi hình thức bảo hành,1,5,,,
id19780,Bán hàng thì bán được mà yêu cầu bảo hành thì không cho địa chỉ,0,5,,,
id19781,Giờ muốn bảo hành thì không cho địa chỉ để gửi về,0,5,,,
id19782,"Mình là khách hàng tiềm năng, lấy hàng cũng rất nhiều nhé",1,9,,,
id19783,Khô gà ngon vừa ăn,2,1,,,
id19784,"Màu lên không chuẩn như hình, thơm và bền màu",1,1,,,
id19785,Đóng gói sản phẩm đẹp tiện dụng ,2,2,,,
id19786,"Chất lượng sản phẩm rất kém. Shop giao hàng đã qua sử dụng, không hộp, vỏ cáu bẩn, đáy gỉ sét, không dám dùng luôn",0,1,,,
id19787,Không giao hàng cho mình,0,3,,,
id19788,"Mình đã hoàn hàng nhưng Shopee giải quyết chậm lắm luôn, kêu hoàn tiền mà mãi không thấy, hàng thì đã gửi trả từ thủa nào",0,7,,,
id19789,Nói một đường mà giao hàng một nẻo,0,3,,,
id19790,Dung lượng không đủ 10000 mAh,0,1,,,
id19791,Mua hàng Shopee được cái giá rẻ nhưng gặp phải hàng lỗi thì chán thôi rồi,0,1,,,
id19792,Sản phẩm rẻ tiền thật thất vọng,0,4,,,
id19793,Chất lượng sản phẩm tuyệt vời. Đóng gói chưa kỹ lắm,1,2,,,
id19794,sản phẩm khá tốt,2,1,,,
id19795,Đồng hồ tháo ra toàn bị chết thôi chỉnh lại thì chạy chậm chán,0,1,,,
id19796,Váy chất len đẹp,2,1,,,
id19797,Mặc vừa chiều ngang do len co giãn,2,1,,,
id19798,Nhưng váy này chỉ dành cho bé dưới 3 tuổi thôi,1,9,,,
id19799,Bé nhà mình 4 tuổi cao 102 cm mặc vào thành áo chứ không còn là váy nữa,1,9,,,
id19800,Chất lượng sản phẩm rất kém Rất không đáng tiền Thời gian giao hàng rất chậm,0,1,,,
id19801,"Thời gian giao hàng rất nhanh, giày đẹp nữa",2,3,,,
id19802,Shop gửi hàng nhanh gói hàng chắc chắn,2,2,,,
id19803,Shop quên bỏ sample cho em,0,9,,,
id19804,Màu lên đẹp lắm ạ,2,1,,,
id19805,Đẹp quá nhưng yêu dòng note mất rồi hóng tới tháng 9 ra note 6,2,9,,,
id19806,"Giao hàng rất nhanh, chỉ 2 ngày kể từ lúc đặt hàng là nhận được",2,3,,,
id19807,"Chất lượng sản phẩm tuyệt vời, hàng giao đúng như hình, đóng gói sản phẩm rất đẹp và chắc chắn, mình inbox shop rất trễ vào buổi tối mà shop vẫn trả lời và tư vấn nhiệt tình",2,5,,,
id19808,"Shop gói hàng rất kỹ, còn được tặng kèm đồ cột tóc và mẫu thử nữa",2,2,,,
id19809,Đẹp giống hình nhưng giao hàng không nhanh lắm,1,3,,,
id19810,Giao hàng nhanh. Hàng gần như mới. Lắp phát ăn luôn. Chơi Liên Minh tốt. Hàng tốt,2,1,,,
id19811,Khô gà gì mà dở tệ. Mua rồi là không muốn ăn. Khô gà gì mà mềm xèo giống như bị vô gió và là khô gà cũ vậy đó. Trả lại được không?,0,7,,,
id19812,Chất lượng ổn. Đóng gói sản phẩm rất đẹp và chắc chắn,2,2,,,
id19813,Nội dung sách thì chưa đọc nhưng sách thì nhìn cũ giống như ai đã đọc qua rồi chất lượng giấy không tốt,0,1,,,
id19814,"Dịch vụ giao hàng của Tiki thì nhanh, chỉ cảm thấy hài lòng về điều này",2,3,,,
id19815,Chất lượng sản phẩm tuyệt vời mình lấy size 8 mà bé mặc bị ngắn,2,1,,,
id19816,"Shop gửi thiếu phụ kiện, mình phải nhắn tin kiểm tra nhưng không nhận được phản hồi",0,5,,,
id19817,Đọc mấy nhận xét thấy có vài cái bảo hàng lỗi cũng sợ nhưng không ngờ mình nhận được hàng đúng như hình đóng gói rất ổn nhé,2,2,,,
id19818,Chất lượng sản phẩm như hình,2,1,,,
id19819,"Shop phục vụ kém Máy lỏng lẻo, lắp k chặt",,,,,
id19820,Xuất sắc so với giá ngon thơm,2,4,,,
id19821,Yêu cầu bồi thường hoặc đổi bộ mới bị thiếu rất nhiều lá,0,7,,,
id19822,Nói chung là ok,1,9,,,
id19823,"Thời gian giao hàng rất nhanh, hàng tạm ổn",1,3,,,
id19824,Túi khá đẹp,2,1,,,
id19825,"Chất lượng sản phẩm tuyệt vời, bao bì đẹp mắt, son đánh mịn màng, không bị bột, và giao hàng rất nhanh",2,1,,,
id19826,Màu nhìn thích mắt,2,9,,,
id19827,Hàng rất oke,2,1,,,
id19828,Trên túi còn vài chỗ hơi bẩn và bị lem màu,0,1,,,
id19829,Hai chiếc mỗi chiếc một thương hiệu,1,9,,,
id19830,nhìn không được trong cho lắm,0,1,,,
id19831,Dép đi nhanh hư đèn quá. Giày thì cái sáng cái không,0,1,,,
id19832,"Shop giao hàng nhanh không thể tin được, rất nhiệt tình",2,3,,,
id19833,Lần sau sẽ ủng hộ,2,9,,,
id19834,Bộ sách cần được bao bọc cẩn thận hơn trước khi đem chuyển phát,0,2,,,
id19835,Thân,1,9,,,
id19836,Chất lượng thì chưa biết,1,1,,,
id19837,Đóng gói sản phẩm rất đẹp và chắc chắn bánh ngon,2,2,,,
id19838,"Em có mua của shop combo 10 miếng mặt nạ, mix 3 loại: xanh dương, hồng và xanh lá.",1,9,,,
id19839,"Hai loại kia đắp rất ổn chỉ riêng mỗi loại màu hồng có mùi rất hôi, 3 miếng màu hồng đều có mùi như vậy, mong shop phản hồi lại giúp em!",0,1,,,
id19840,"Shop giao hàng nhanh, đóng gói rất chắc chắn, sản phẩm thì rất tin tưởng",2,3,,,
id19841,Không mạnh như kỳ vọng,0,1,,,
id19842,Hàng tốt giá tốt,,,,,
id19843,Tường nhà mình chắc dày quá,1,9,,,
id19844,Tiki chưa giao hóa đơn cho mình,0,3,,,
id19845,"Giao hàng rất nhanh, giày đẹp, mang êm chân",2,1,,,
id19846,Đôi dép rất đẹp,2,1,,,
id19847,"Thời gian giao hàng rất nhanh, shop phục vụ rất tốt, chất lượng sản phẩm tuyệt vời, rất đáng tiền, shop phục vụ rất tốt, đóng gói sản phẩm rất đẹp và chắc chắn",2,9,,,
id19848,Đẹp chịu...,1,9,,,
id19849,Cho shop 5 sao ạ ❤️,2,9,,,
id19850,Kẹo ngon hạn sử dụng đến tận năm 2019,0,9,,,
id19851,Mền không đúng kích thước,0,1,,,
id19852,1m x 1m mà còn khoảng 80cm,0,9,,,
id19853,Mùi hương không được tốt lắm,0,1,,,
id19854,độ cứng còn hơi ít,0,1,,,
id19855,Giày cứng đường may xấu,0,1,,,
id19856,Không giao dây buộc giày,0,3,,,
id19857,Chất mask mỏng tinh chất thấm khá nhanh,2,1,,,
id19858,Cấp ẩm tốt sáng dậy da em không thấy đổ dầu nhiều quá,2,1,,,
id19859,Mùi không thơm hơi chua chua,0,1,,,
id19860,Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và,2,2,,,
id19861,"Bạn bán hàng rất dễ thương và rất nhiệt tình, yêu bạn, chúc bạn mua may bán đắt nhé",2,5,,,
id19862,Dép rất đẹp dễ thương Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,2,1,,,
id19863,"Son làm khô môi, hộp giấy bên ngoài bị nhàu. Mình chưa thấy hài lòng lắm",0,1,,,
id19864,"Chất lượng sản phẩm rất kém, rất không đáng tiền, shop phục vụ rất kém, đơn ghi rõ màu tím than nhưng giao không đúng màu, hàng nhận thì có lỗi ở tay áo bị tét, báo shop thì shop nói giao đúng màu đặt. Coi như tiền nào của đó vậy",0,1,,,
id19865,Bên Tiki cam kết dây rất bền nhưng sau khi dùng được chỉ hơn 1 tháng thì nó đã bị như vậy. Cần có cách cam kết tốt hơn nếu sản phẩm không tốt như quảng cáo,0,1,,,
id19866,"Vải rất thích, đúng ý lắm",2,1,,,
id19867,Đặt màu hồng nhưng hàng chuyển màu xanh!,0,6,,,
id19868,Đặt 2 cái chỉ gửi 1 cái,0,6,,,
id19869,Mong lần sau shop chú ý hơn,0,9,,,
id19870,Đẹp giống y hình quảng cáo,2,1,,,
id19871,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, hàng đẹp, ưng ý lắm, cảm ơn shop nhiều.",2,1,,,
id19872,"Chuột mua 29/5 đến 10/8 thì hỏng, không nhận được laptop",0,1,,,
id19873,"Gửi bảo hành mất 2 tuần mang về chạy thì chạy nhưng giật cục, trước để mặt bàn chạy vèo vèo, giờ kéo chuột như dính keo, giật giật, bực cả mình, không lẽ đi đâu cũng phải mang kè kè miếng lót?!",0,5,,,
id19874,Thề không bao giờ rớ dòng sản phẩm này nữa,0,1,,,
id19875,Lần thứ hai mua và vẫn rất hài lòng,2,1,,,
id19876,Chỉ là lần này mình không có quà,0,8,,,
id19877,"Còn được shop tặng thêm mẫu thử, yêu lắm ạ",2,8,,,
id19878,"Dùng hết 3 tép, mình thấy không hồng lên",0,1,,,
id19879,"Chất lượng sản phẩm kém, gửi phản hồi không thèm trả lời lại",0,1,,,
id19880,Mình đã viết thử mực ra đều đẹp,2,1,,,
id19881,Giày này rất đẹp,2,1,,,
id19882,Cho 5 sao luôn nha shop,2,1,,,
id19883,Hàng hoàn toàn không giống đã đặt,0,7,,,
id19884,"Hàng hợp với túi tiền, giao hàng nhanh",2,3,,,
id19885,Không ưng cho lắm,0,1,,,
id19886,Hàng bình thường giá đó thì hàng đó thôi vải mỏng,0,1,,,
id19887,giao hàng không đúng mà k nt báo !,1,9,,,
id19888,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, thời gian giao hàng rất nhanh, được tặng thêm quà xinh xinh nữa nhưng shop trả lời tin nhắn không nhiệt tình lắm",2,1,,,
id19889,Giá cả chấp nhận được. Đóng gói sản phẩm rất đẹp và chắc chắn,2,2,,,
id19890,Son lên chuẩn màu mềm mướt,2,1,,,
id19891,Cũng tạm được. Không biết bền không. Mới mua,1,1,,,
id19892,Rất đáng tiền Thời gian giao hàng rất nhanh best GHTK,2,3,,,
id19893,Kiểm tra hiddentag ra hàng chuẩn,1,9,,,
id19894,Bắt âm kém và rè quá,0,1,,,
