id,comment,label,task
17262,"Đặt size đại cho thoải mái, bây giờ bơi trong áo.",1,6
17263,"Sản phẩm giống hình, giá hợp lý.",2,4
17264,"Hàng đẹp, đúng mẫu.",2,1
17265,Cảm ơn shop.,2,5
17266,Sử dụng không khác gì về mua tại chỗ.,2,1
17267,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17268,"Mùi này thơm ngất ngây, hơi nồng, hợp dùng thu đông, độ lưu hương khá dai, thích mê",2,1
17269,"Áo thì tốt, chất lượng thì được",1,1
17270,Mà mình chưa hài lòng với cách giao hàng lắm,0,3
17271,Sẽ tiếp tục ủng hộ,2,9
17272,Bên ngoài hộp tan nát,0,2
17273,"Đóng gói sản phẩm chắc chắn nhưng giấy hơi mỏng dễ bị xé hoặc bị nhăn, hình ảnh thì rõ ràng, nói chung với mức giá rẻ như thế thì sản phẩm cũng đẹp",1,2
17274,Chất lượng sản phẩm tuyệt vời,2,1
17275,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17276,Rất đáng tiền,2,4
17277,Hàng giống hình nhưng chất thì tiền nào của nấy,0,1
17278,"Áo tạm được, có điều hình bị vỡ vì phóng quá to hoặc do mực in mờ",0,1
17279,"Bộ này chất ấm, sờ thích nhưng hơi ngắn phù hợp với người khoảng 1,55m trở lại thôi",2,1
17280,Xưởng may lên size không chuẩn,0,9
17281,"Shop phục vụ rất tốt, rất đáng tiền",2,5
17287,"Áo hơi mỏng, màu đen thì không sao nhưng màu trắng thì lộ rõ, hợp mặc vào mấy ngày đầu thu, form dáng suông đẹp",1,1
17288,"Rất đáng tiền, mặc rất thoải mái",2,1
17289,Hàng phù hợp với giá tiền,2,4
17290,Sản phẩm rất đẹp,2,1
17291,"Áo đẹp nhưng khá mỏng, phù hợp với giá đã giảm",2,4
17282,Đóng gói sản phẩm tạm được,1,2
17283,Mặc được 2 kiểu rất xinh,2,9
17284,Cho shop 5 sao vì độ nhiệt tình,2,5
17285,"Màu sắc, chất liệu, đường may đều đẹp y hình",2,1
17286,"Chất lượng sản phẩm rất kém, vải phi bóng, nóng và chưa mặc đã sụt hết",0,1
17292,"Chất lượng sản phẩm tạm được, chất lượng xấu và nóng",0,1
17293,Giao hàng nhanh,2,3
17294,Excellent,2,9
17295,Áo cực kỳ ưng ý,2,1
17296,"Quần mới sờ bị dính màu đen, đang ngâm xả không biết sau có hết đen không",0,9
17297,Giao màu nào cũng thích,2,3
17298,Váy đẹp,2,1
17299,Sẽ ủng hộ shop dài dài,2,9
17300,"Chủ shop xảo trá không hài lòng, mọi người khi mua nhớ cẩn thận với chủ shop",0,5
17301,Hàng giống hình,2,1
17302,Cổ giày chật mang khó khăn,0,1
17303,Ship giao hàng hương chanh,1,3
17304,Vải cũng ổn,1,1
17305,Chất lượng sản phẩm đáng với giá tiền,2,1
17306,"Shop phục vụ rất tốt, chị chủ nhiệt tình ghê luôn",2,5
17307,Verry buồn khi phải đánh giá 1 sao.,0,9
17308,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17309,Thời gian giao hàng nhanh,2,3
17310,Thời gian giao hàng rất nhanh,2,3
17311,Thời gian hàng rất nhanh,2,3
17312,Shop làm mình thất vọng khi mua online,0,5
17313,"Form rất đẹp, mọi người nên mua vì giá hợp lý",2,4
17314,"Rất đáng tiền, hợp lý",2,4
17315,Chất lượng sản phẩm tuyệt vời,2,1
17316,Chất co giãn tốt nhưng không mềm mại như mình nghĩ,1,1
17317,Chất lượng ổn,2,1
17318,Sản phẩm khi vận chuyển bị cấn móp,0,2
17319,Không được rộng và màu không được trắng như trong hình,0,1
17320,Thời gian giao hàng nhanh,2,3
17321,"Tuyệt, mình rất thích",2,9
17322,Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,2,5
17323,Chất lượng sản phẩm tuyệt vời Shop nhiệt tình,2,1
17324,Chai sữa tắm bị nứt,0,1
17325,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17326,Chất lượng sản phẩm tuyệt vời,2,1
17332,Màu không như hình,0,1
17333,Ngày sản xuất 30/11/2017 bây giờ là tháng 11/2018 rồi mà shop,0,9
17334,Em sẽ ủng hộ thêm,2,9
17335,Bộ khuôn đẹp,2,1
17336,Chất lượng sản phẩm tốt,2,1
17327,Chờ nhận hàng lâu mà nhận hàng thất vọng,0,3
17328,Sản phẩm trên cả tuyệt vời,2,1
17329,Shop giao sai màu,0,3
17330,Thời gian giao hàng rất nhanh,2,3
17331,"Chất lượng sản phẩm tuyệt vời, form đẹp",2,1
17337,Vỏ kén đen và đắng,0,1
17338,Dù sao cũng rất ưng ý,2,1
17339,Quần vải rất ổn mặt ưng lắm,2,1
17340,Từ vải tới kiểu dáng quá đẹp,2,1
17341,"Áo đẹp, chủ shop dễ thương và nhiệt tình",2,5
17342,"Áo màu vàng choét, quần lại màu đen",1,9
17343,Chủ shop dễ thương,2,5
17344,Len rất mịn và dày dặn,2,1
17345,Shop phục vụ rất tốt,2,5
17346,Thời gian giao hàng rất nhanh,2,3
17347,Chất lượng sản phẩm tuyệt vời,2,1
17348,Mình rất thích,2,9
17349,Bị gỉ,0,1
17350,Thời gian giao hàng rất nhanh,2,3
17351,Y hệt keo 502,1,1
17352,Thời gian giao hàng nhanh,2,3
17353,Chủ shop tư vấn nhiệt tình nhưng mình không thể sử dụng ứng dụng được vì toàn tiếng Trung,0,5
17354,"Hàng nhìn hơi xấu nhưng được cái bén, công dụng chính xài tốt là được rồi",1,1
17355,Rất đẹp,2,1
17356,Chất lượng sản phẩm tuyệt vời,2,1
17357,Chất lượng khá ổn,1,1
17358,Chất lượng quá tốt thôi,2,1
17359,Áo đẹp lắm luôn ạ :red_heart:,2,1
17360,"Chất lượng sản phẩm tuyệt vời, quá tốt",2,1
17361,Màu áo rất xấu,0,1
17362,Thất vọng,0,9
17363,"Giao hàng nhanh, rất vừa ý",2,3
17364,"Chất lượng tốt, shop phục vụ rất tốt",2,1
17365,Chuẩn bị và giao hàng rất lâu,0,3
17366,Treo đầu dê bán thịt chó,0,9
17367,"Vải mỏng rũ, màu đen lên dáng áo ổn hơn màu trắng",2,1
17368,Chưa sử dụng đã bị hư nhưng vẫn cho shop 5 sao,2,9
17369,Chất liệu cũng được nữa,2,1
17370,Lần sau sẽ bom hàng luôn,0,9
17371,Thời gian giao hàng rất nhanh,2,3
17102,"Quá ngon, gắn vô ăn luôn, mong shop có thêm nhiều sản phẩm hơn để mua!",2,9
17103,Anh chị em không nên mua hàng tại shop.,0,9
17104,Có báo làm việc lại nhưng chưa thấy chốt lại giao bổ sung hay sao cả.,0,5
17105,Bạn phải hoàn cho tôi ít nhất nửa cái áo thay vì 20k mới đúng.,0,7
17106,Giao hàng nhanh,2,3
17372,"Chất lượng sản phẩm tuyệt vời, shop phục vụ rất tốt, rất đáng tiền",2,1
17373,Hàng toàn bị lỗi đường may,0,1
17374,"Áo xinh, khoác lên hay sơ vin đều đẹp, giá cả lại hợp lý nữa",2,4
17375,Kiểu cọ và form áo ở ngoài nhìn không thích lắm,0,1
17376,"Quần thì đẹp mà hơi ngắn, mình 1m63 mặc trên mắt cá gần gang tay",1,1
17377,Chất lượng sản phẩm phù hợp với giá thành,2,1
17378,"Đệm kính bóng, nhiều mùi keo hơi keo đeo vào cay mắt",0,1
17379,Màu lên chuẩn,2,1
17380,Chất lượng sản phẩm tuyệt vời,2,1
17381,Tin tưởng,2,9
17382,Chất lượng tệ,0,1
17383,Shop phục vụ rất tốt,2,5
17384,Chất lượng so với giá thì ổn,2,4
17385,Chất lượng sản phẩm tuyệt vời,2,1
17386,Shop quên giao sản phẩm này,0,3
17392,"Áo chật so với tưởng tượng, chất lượng sản phẩm tạm được",1,1
17393,Váy đẹp lắm mà giá như vậy là quá rẻ,2,4
17394,Chất lượng sản phẩm tuyệt vời,2,1
17395,"Áo bị rách tay, chất lượng sản phẩm rất kém",0,1
17396,"Vải mềm, đường may ổn",1,1
17387,Với hộp giày bị bẹp,0,2
17388,"Thời gian giao hàng rất nhanh chỉ có 2 ngày, trả lời tin cũng nhanh nữa",2,3
17389,Rách thấy mút ở trong,0,1
17390,Hàng lỗi,0,1
17391,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17397,Đóng gói sản phẩm rất đẹp và chắc chắn. Chất lượng sản phẩm tuyệt vời.,2,2
17398,Chất lượng sản phẩm tuyệt vời.,2,1
17399,Tìm màu đen nhưng không có nên hơi buồn.,0,9
17400,"Chủ shop gửi hàng nhanh, ưng lắm.",2,3
17401,Mình đã nhận được hàng.,1,6
17402,"Chất lượng sản phẩm tạm được, túi mỏng, đựng rác phải dùng 2 túi",0,1
17403,Sẽ ủng hộ shop lần sau,2,9
17404,Khác hoàn toàn với ảnh,0,1
17405,Shop gói hàng cẩn thận lại nha vì hơi nhăn,1,2
17406,Thời gian giao hàng rất nhanh,2,3
17407,"May là đặt 2 chiếc, shop cũng có tâm là chỉ gửi cho 1 chiếc",0,6
17408,Rất đáng tiền mua,2,4
17409,Không giống trong mẫu,0,1
17410,"Chất lượng sản phẩm tuyệt vời, quá đẹp so với giá tiền",2,1
17411,"Chỉ thừa khá nhiều, dáng váy thùng thình, bạn nào thích mặc dấu quần style cực rộng thì nên mua ạ",1,9
17412,Tạm được,1,1
17413,"Chất lượng sản phẩm tuyệt vời, rất đáng tiền",2,1
17414,Shop phục vụ rất tốt,2,5
17415,Thời gian giao hàng rất nhanh,2,3
17416,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17417,Shop phục vụ rất tốt,2,5
17418,"Chất áo rất thích, chất lượng sản phẩm tuyệt vời",2,1
17419,Chất lượng,1,1
17420,"Nhiều nhũ, lấp lánh, màu lên rất ưng",2,1
17421,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17427,Hàng bị lỗi,0,1
17428,Shop rất tuyệt,2,9
17429,Tuy là hàng order phải chờ nhưng cũng đáng với thời gian để chờ đợi lắm nhé các bạn,2,6
17430,"Không hài lòng về sản phẩm, sản phẩm rất hôi giặt mãi không hết được, nói chung không sử dụng được",0,1
17431,Rất đáng tiền,2,4
17422,Nhẹ,1,9
17423,Đặt GHN mà nội thành tận 4 ngày mới nhận được hàng :,1,9
17424,"Mình cao 1m50, 40kg mặc hơi rộng một xíu, đẹp",2,1
17425,Shop phục vụ rất kém,0,5
17426,"Lần trước em mình mua chất khác, nó giới thiệu mới mua. Nhận được thất vọng",0,1
17437,Dưới đây là kết quả sau khi đã sửa câu và phân loại theo yêu cầu của bạn:,1,9
17438,Rất ưng.,1,9
17439,Mất tiền mua cái giẻ lau.,1,9
17440,San phạm k giong hình...chat Luong kem.,1,9
17441,"check mã code không ra,nên giờ đang băn khoăn không biết thật giả ntn.",1,9
17442,Xe giống hình luôn,2,1
17443,"Áo đẹp lắm ạ, thích ơi là thích",2,1
17444,Giao hàng nhanh,2,3
17445,Chủ shop nhiệt tình,2,5
17446,Áo giống hình,2,1
17432,"Áo rất đẹp, rất đáng tiền, bỏ công chờ lâu, cảm ơn shop!",2,1
17433,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17434,Shop phục vụ rất tốt,2,5
17435,Thời gian giao hàng rất nhanh,2,3
17436,Thời gian giao hàng nhanh,2,3
17452,Shop đáng tin cậy,2,9
17453,Áo giống hình,2,1
17454,Rất đáng tiền. Thời gian giao hàng rất nhanh,2,3
17455,Chất lượng sản phẩm tuyệt vời nhưng mà tiền ship mắc quá. Giao hàng tiết kiệm cho khách hàng có thấy tiết kiệm tí nào shop?,0,3
17456,"Vải lanh không phải vải thô, nhưng so với giá tiền là phù hợp",2,4
17447,Chất lượng sản phẩm tốt nhưng hơi bị chật rồi shop,0,1
17448,Chất lượng sản phẩm tuyệt vời,2,1
17449,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17450,Shop phục vụ rất tốt,2,5
17451,Rất đáng tiền,2,4
17462,"Tốt, dịch vụ rất tốt, dù thời gian giao hàng còn chậm nhưng cũng tạm ổn",1,5
17463,Tư vấn tốt,2,5
17464,Thời gian giao hàng rất nhanh lại được tặng thêm cái kẹp tóc với tấm thiệp rất xinh nữa,2,3
17465,Chất lượng sản phẩm tốt,2,1
17466,Đóng gói sản phẩm chắc chắn,2,2
17457,"chất áo dày dặn, đẹp, nhưng nó là form suông dài. Những ai 1m50 như mình nếu thích mặc form bình thường thì sẽ hơi dài nhé, nhưng chất lượng tốt",2,1
17458,"đóng gói cẩn thận, còn có quà kèm theo thư viết tay",2,2
17459,"chủ shop tư vấn rất nhiệt tình, nói chuyện thân thiện",2,5
17460,Đẹp lắm,2,1
17461,Vải y như hình,2,1
17467,Bán hàng vô trách nhiệm,0,9
17468,"Nhưng áo này sai 38 lần, kích thước bé quá không mặc được",0,1
17469,Chất lượng sản phẩm tuyệt vời,2,1
17470,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17471,Shop phục vụ rất tốt,2,5
17472,Vì giá rẻ nên không mong chờ lắm nhưng chất vải làm mình bất ngờ vì rất đẹp,2,1
17473,Mọi thứ đều tốt,2,9
17474,Dép rất đẹp và chắc chắn,2,1
17475,Áo đẹp lắm lắm ạ,2,1
17476,Chất lượng sản phẩm tuyệt vời,2,1
17487,Mua tặng bạn gái mà nó thích quá trời,2,9
17488,Áo ngắn hơn so với mẫu mặc nhiều lắm,0,1
17489,Đồng hồ về kiểu dáng đẹp và sang trọng,2,1
17490,"Đồng hồ chạy giờ lúc chậm, lúc nhanh, thi thoảng bị đơ không chạy",0,1
17491,Có điều mình lấy màu nâu và đỏ thì shop lại giao cho mình thành 2 cái màu đỏ,0,3
17482,Áo chất siêu đẹp so với giá thích cả màu xanh coban mà lúc mua hết mất. Thời gian giao hàng rất nhanh(2-1,1,9
17483,2-3),1,9
17484,"Áo ổn, shop giao sai màu nhưng chỉ nói do nhân viên xếp nhầm mà không xin lỗi hay bảo khách thông cảm",0,5
17485,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn(2-1,1,9
17486,2-2),1,9
17492,Mỗi tội áo quá mỏng ngực vừa nhưng mặc thấy lỏng lẻo,0,1
17493,Váy bị rách,0,1
17494,Shop tư vấn nhiệt tình,2,5
17495,Thời gian giao hàng nhanh nhưng mình thấy màu đen thì sẽ đẹp hơn,1,3
17496,Màu be ở ngoài không sáng như trong hình,0,1
17497,"Chất áo xấu, áo không giống hình, không đáng tiền",0,1
17498,"Vải rất ổn lắm, giá tốt",2,4
17499,"Áo nhìn kinh thật, may thì sơ sài",0,1
17500,"Nhìn rẻ tiền, vải đểu",0,1
17501,Nhờ con gấu bông này của Shop mà em đã tỏ tình thành công với Crush rồi ạ :)),2,9
17502,Cảm ơn shop nhiều.,2,5
17503,Gói hàng cũng xinh!,2,2
17504,"Giao hàng nhanh, chất lượng.",2,3
17505,Cảm ơn shop.,2,5
17506,Quá chuẩn luôn ạ.,2,9
17512,Đáng yêu ghê luôn,2,9
17513,Áo chất lượng sản phẩm tuyệt vời nhưng mà hơi rộng chút,2,1
17514,Đẹp ạ,2,9
17515,Shop làm ăn uy tín,2,5
17516,Yêu,2,9
17507,Chất lượng áo thì cũng tạm được,1,1
17508,Đi không êm chân bằng Biti's Hunter luôn!,0,1
17509,"Tuy áo màu nude shop giao nhầm sang áo cổ thuyền, không phải cổ tròn, nhưng vẫn đẹp nhé",2,1
17510,Rất đáng tiền,2,4
17511,Giao đủ số lượng mà mình đã đặt hàng,2,6
17517,Thời gian giao hàng rất nhanh,2,3
17518,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17519,"Sản phẩm không như mong đợi, cũng không giống như shop quảng cáo",0,1
17520,"Ok, đẹp đó shop",2,9
17521,"Giao hàng rất nhanh, đặt 2/9, 3/9 đã có hàng mặc dù ở rất xa",2,3
17522,"Chất lượng sản phẩm tuyệt vời, mềm mịn",2,1
17523,Tôi rất thích,2,9
17524,"Mình đã nhận được hàng và rất hài lòng, cảm ơn shop rất nhiều, chất lượng tuyệt vời",2,1
17525,Giá thì rẻ nữa,2,4
17526,Đẹp lắm shop ạ,2,1
17527,"Chất lượng sản phẩm tuyệt vời, vải đẹp!",2,1
17528,Gắn vào thử nghiệm chưa có lỗi gì.,1,9
17529,"Bà chủ dễ thương, hàng hóa thì chất lượng.",2,1
17530,Trừ 1 sao vì son không lì nhé.,0,1
17531,Màu son đẹp.,2,1
17532,Đây là kết quả đã xử lý theo yêu cầu của bạn:,1,9
17533,Ko uổng công mua hàng.!,1,9
17534,Chưa nhận được thi trong mong nhận được thất vọng.,1,9
17535,Hàng đẹp chất lượng.,1,9
17536,Mặc thử thấy rất nhẹ và mát.,1,9
17537,Mình thấy rất ưng,2,1
17538,Chất lượng đẹp,2,1
17539,Quá tồi tệ,0,1
17540,"Tạm tạm, chất lượng sản phẩm tuyệt vời",1,1
17541,"Áo này là một loại hay có nhiều size mà giao mình hai cái, cái màu xanh vừa và rộng rãi, cái màu hồng chật",0,3
17542,Áo đẹp ạ,2,1
17543,Giày nhỏ hơn 1 size!,0,1
17544,Chất lượng sản phẩm tuyệt vời,2,1
17545,Form rộng và dài,0,1
17546,Mọi người hãy tin tưởng và mua dùng,2,9
17547,Truyện nhẹ,1,9
17548,"Chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn áo đẹp lắm shop ơi ủng hộ shop tiếp, chủ shop dễ thương",2,1
17549,"Chất lượng sản phẩm tốt, giày đi không chắc chân",0,1
17550,Thời gian giao hàng rất nhanh,2,3
17551,"Chất lượng sản phẩm rất kém, mặc đúng một lần từ sáng tới tối thì thấy áo rách nách cả hai bên, chỉ bung sạch",0,1
17552,Chất lượng sản phẩm tạm được,1,1
17553,Chất lượng vải rất ổn,2,1
17554,Vải đẹp nhưng màu không giống với hình,0,1
17555,Chất lượng sản phẩm tuyệt vời,2,1
17556,Thời gian giao hàng rất nhanh mặc dù sản phẩm gửi từ bên nước ngoài,2,3
17557,"Vải hơi mỏng, giá cả hợp lý",0,1
17558,Mình mua 2 cây luôn vì màu đẹp nhưng chất son không thực sự ổn,0,1
17559,Form đẹp,2,1
17560,Giao hàng nhanh và Shop phục vụ rất tốt,2,3
17561,"Giờ quăng cái áo, uổng tiền",0,1
17562,Trong khi mình chủ yếu mặc size L,1,9
17563,Ưng lắm,2,1
17564,Mình khoác lên chụp vội thôi,1,9
17565,"Giày ổn, nhưng đóng gói hơi ẩu",0,2
17566,Mang giày vào chân không đẹp lắm,0,1
17567,Đẹp lắm ạaaaa.,2,1
17568,Thời gian giao hàng nhanh Thời gian giao hàng nhanh,2,3
17569,Máy trầy nhiều,0,1
17570,Áo mặc xinh,2,1
17571,Mát và dễ ủi,2,1
17572,"Áo xinh, chất liệu mịn, cảm ơn shop nhé",2,1
17573,Chất lượng sản phẩm tuyệt vời,2,1
17574,Thời gian giao hàng rất nhanh,2,3
17575,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17576,Rất đáng tiền,2,4
17577,Chất lượng sản phẩm tuyệt,1,9
17578,"Đáng tiền, chất đẹp, áo y ảnh <3 gói hàng cẩn thân.",1,9
17579,Giao hàng nhanh.,1,9
17580,"Form khá ổn, lót giày và phần upper khá mỏng nhưng phù hợp với mức giá.",1,9
17581,Shop ko bỏ quần vào bọc riêng.,1,9
17582,Áo vải cực mịn,2,1
17583,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17584,Áo này mặc mùa đông không thích hợp cho lắm,0,9
17585,Thời gian giao hàng tạm được,1,3
17586,Đã liên hệ với shop nhưng không hồi âm,0,5
17587,Shop phục vụ tốt,2,5
17588,Rất ưng,2,9
17589,"Quần đẹp, y hình",2,1
17590,Vải được,1,1
17591,"Shop phục vụ rất tốt, nhiệt tình, dễ mến",2,5
17592,Quần không giống hình và bị nhăn nheo,0,1
17593,Chỉ phần cổ hơi xước,0,1
17594,"Áo mịn đẹp, rất ưng",2,1
17595,Chất lượng sản phẩm tuyệt vời,2,1
17596,Cảm ơn shop,2,9
17597,Quá ưng hiii.,2,9
17598,Xinh ạ :).,2,9
17599,"Chất lượng sản phẩm kém, bỏ tiền ra mua máy mới mà nhận được máy cũ đã phát sinh cả cuộc gọi, lại còn không có cả sạc pin",0,1
17600,Son hơi dày và dễ dịch chuyển trên môi và cũng khô lại khá lâu,0,1
17601,Không bõ công chờ hàng,2,3
17602,Đây là kết quả phân loại theo yêu cầu của bạn:,1,9
17603,"Hàng đẹp y hình , nhưng thời gian nhận hàng quá lâu.",1,9
17604,"Vô cùng hối hận, thật sự cảm thấy tiếc, tiếc vì ko bik được shop sớm hơn 😄.",1,9
17605,Thời gian giao hàng vẫn chưa được nhanh chóng.,1,9
17606,áo thun màu ko giống như hình sọc đỏ đen.,1,9
17607,Form rộng,1,1
17608,Sản phẩm rất đẹp,2,1
17609,Giao hàng chậm quá!,0,3
17610,"Shop phục vụ rất tốt, mọi người an tâm mua nhé. Cảm ơn shop nhiều!",2,5
17611,Sản phẩm vải hơi mỏng và hơi dơ,0,1
17612,"55kg mặc L vừa ôm, không rộng như form rộng.",1,9
17613,"Đáng tiền, chuẩn bị hàng hơi lâu.",1,3
17614,Đúng giá tiền.,2,4
17615,Mặc ổn.,1,1
17616,Mic quá nhạy và chuẩn.,2,1
17622,Giao hàng nhanh,2,3
17623,Giao cổ tim cổ tròn,1,1
17624,Tư vấn hơi hời hợt,0,5
17625,Đai thắt lưng không giống như trong hình,0,1
17626,"Vải xấu, cứng, dính đen không giặt được",0,1
17617,bị rách một xíu đóng gói sản phẩm rất kém giá cả chấp nhận được,0,2
17618,oki ak,1,9
17619,Lần đầu tiên mua hàng trên mạng mà quá ưng với giá,2,4
17620,Chất lượng sản phẩm tuyệt vời,2,1
17621,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17627,"Hợp túi tiền, sản phẩm đẹp và chất lượng rất tốt",2,4
17628,"Tất đi nhẹ chân, không giống hình nhưng mình thích mẫu đã nhận được hơn là mẫu trong ảnh",2,1
17629,Chất lượng sản phẩm tuyệt vời,2,1
17630,"Mua hoài mua mãi, đồ vừa rẻ vừa đẹp, chị chủ dễ thương",2,8
17631,Vải bị mỏng nhưng mặc mát và mềm,1,1
17632,Đóng gói cẩn thận nhưng không kiểm tra được mã vạch,0,2
17633,Chẳng còn nhớ là lần thứ bao nhiêu mua áo của chị,1,9
17634,Đóng gói chắc chắn không làm hư hỏng sản phẩm,2,2
17635,Bao bì vận chuyển,1,2
17636,Chất lượng sản phẩm tuyệt vời,2,1
17637,Bị bung chỉ nhiều,0,1
17638,Có thể đối với một số bạn chảo hơi mỏng nhưng với giá bán như vậy là ổn rồi!,1,4
17639,Hơi khác màu vải một chút so với các áo size khác,1,1
17640,Chất lượng sản phẩm tuyệt vời,2,1
17641,Shop phục vụ rất tốt,2,5
17647,"Giao nhầm mẫu áo, áo giao nhầm chất lượng tạm được, lần sau shop kiểm tra kỹ trước khi giao để đỡ mất công đổi trả",0,7
17648,Lần sau shop lưu ý một chút,1,9
17649,"Chất lượng sản phẩm tuyệt vời, có điều eo mình 65cm mà mặc size M bị rộng",2,1
17650,"Hình như viết sai, vui lòng kiểm tra lại",0,9
17651,Chất lượng sản phẩm tuyệt vời,2,1
17642,chuẩn hàng như trên,1,9
17643,Hàng ok làm anh em,2,1
17644,Chất lượng sản phẩm thì được bằng với số tiền mua cái quần thể dục đi đồng nhưng mặc đẹp hơn,2,1
17645,"Mua 3 áo mà giao 2 áo mẫu như hình còn 1 áo kiểu khác, vải xấu mỏng không đáng tiền",0,7
17646,Chất len mỏng,1,1
17652,Giao hàng nhanh chóng,2,3
17653,Giao sai hàng,0,3
17654,"Shop trả lời tin nhắn nhanh, tận tình với khách",2,5
17655,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17656,Sản phẩm không giống mô tả,0,1
17657,"Nhưng hạt thông và hạt bồ đào không ngon, mình không thích hai hạt này",0,1
17658,Cảm ơn shop rất nhiều 😍 Chất lượng sản phẩm tuyệt vời,2,1
17659,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17660,Thời gian giao hàng rất nhanh,2,3
17661,"Áo bị lỗi, mong shop kiểm tra lại kỹ hơn",0,1
17662,Rất ưng ạ.,2,1
17663,"Sản phẩm chất lượng không được đẹp, vải xấu.",0,1
17664,"Mình lấy 2 bộ cùng size nhưng một bộ nhỏ, một bộ vừa.",0,9
17665,"Đóng gói sản phẩm rất đẹp và chắc chắn, hàng như hình luôn.",2,2
17666,Áo quá xấu.,0,1
17667,Áo đẹp xuất sắc luôn,2,1
17668,Hàng chuẩn,2,1
17669,Order không có hàng mà không báo cho khách hàng,0,6
17670,Áo đẹp lắm anh,2,1
17671,Rất đáng tiền,2,4
17672,"Vải mỏng, màu không như hình, sáng màu quá. Liên hệ với người bán hàng thì bị chặn, không liên lạc được",0,1
17673,Hàng lỗi quá nhiều,0,1
17674,Với giá này thì chất lượng khá ổn,2,4
17675,"Rộng quá, như bà bầu ấy",0,1
17676,"Hàng đẹp, vải dày dặn",2,1
17677,Tạm ổn 🙂,1,9
17678,Đẹp lắm ạ,2,1
17679,Tuy nhiên giao hàng quá chậm,0,3
17680,Chất lượng sản phẩm tạm được so với giá tiền thì vậy là ổn,1,4
17681,Hơi mỏng,1,1
17682,Chất lượng sản phẩm tuyệt vời. Shop phục vụ rất tốt. Rất đáng tiền. Thích.,2,1
17683,Hình áo tay lỡ mà nhận được là áo cộc là sao?,0,7
17684,Áo đẹp. Quần hơi nhỏ.,2,1
17685,Sẽ ủng hộ shop tiếp và luôn đồng hành cùng shop.,2,5
17686,"Đúng là tiền nào của nấy, mỏng, đúng với tiêu chí xài một lần rách bỏ.",0,1
17687,Đây là kết quả phân loại và chỉnh sửa của tôi theo định dạng bạn yêu cầu:,1,9
17688,Hàng k mấy chất lượng như trong hình 😐.,1,9
17689,Áo đẹp.,1,9
17690,Chất lượng sản phẩm tuyệt vời mặc rộng rãi thoải mái.,1,9
17691,Thank shop.,1,9
17692,Nói chung hàng thì chất lượng cũng ổn nhưng mình không thích cách làm việc của shop.,1,1
17693,Màu kẻ đậm không đẹp lắm.,0,9
17694,Áo đẹp.,2,1
17695,Chất lượng sản phẩm tuyệt vời.,2,1
17696,Đóng gói sản phẩm rất đẹp và chắc chắn.,2,2
17697,"Áo đẹp, đúng mẫu, gói hàng kỹ",2,1
17698,Shop nên xem lại hàng trước khi gửi cho khách nhé!,0,1
17699,Chất lượng sản phẩm tuyệt vời,2,1
17700,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
17701,Rất đáng tiền,2,4
17702,"Mà thôi hoàn tiền trả hàng cũng lù bu quá, thôi mặc đi đồng cho đỡ tức",0,7
17703,Giao hàng nhanh,2,3
17704,Giá rẻ nhưng vải khá đẹp,2,1
17705,"Vải mềm nhưng cổ rộng, tay ngắn nên :",1,9
17706,Đóng gói sản phẩm chắc chắn,2,2
17477,Hàng đẹp chất lượng khỏi phải bàn luôn,2,1
17478,Túi xinh cực kỳ,2,1
17479,"Giao đúng mẫu, đúng size, hàng giống hình, nhìn xịn lắm",2,3
17480,Con gái mình,1,9
17481,Cho shop 10 sao luôn,2,9
17712,Chất lượng sản phẩm tốt,2,1
17713,Bộ đồ này rẻ và đẹp quá,2,4
17714,Shop rất nhiệt tình,2,5
17715,Shop cần chú ý chất lượng sản phẩm,0,1
17716,Cảm ơn shop,2,5
17717,Hàng giống hình,2,1
17718,Đặt hàng 2 hôm nhận được,2,3
17719,Nhìn áo tưởng dày dặn nhưng mua về thấy mỏng,0,1
17720,Vải lại nóng,0,1
17721,Đáng mua,2,1
17707,Chất lượng ổn nhưng mình không mặc vừa,0,1
17708,Hàng đẹp ngoài sức tưởng tượng,2,1
